city,city_ascii,state_id,,,county_name,lat,lng,population
Shadyside,Shadyside,OH,,,Belmont,39.9716,-80.751,3458
Fulton,Fulton,IL,,,Whiteside,41.865,-90.1593,3457
Pemberwick,Pemberwick,CT,,,Western Connecticut,41.0225,-73.6564,3455
Shady Spring,Shady Spring,WV,,,Raleigh,37.7032,-81.0914,3455
Macon,Macon,MS,,,Noxubee,33.1217,-88.5564,3454
Tiger Point,Tiger Point,FL,,,Santa Rosa,30.3757,-87.0573,3453
Richwood,Richwood,NJ,,,Gloucester,39.7139,-75.1731,3453
Gray,Gray,GA,,,Jones,33.0021,-83.5374,3453
West Sand Lake,West Sand Lake,NY,,,Rensselaer,42.6402,-73.6033,3453
Lisbon,Lisbon,ME,,,Androscoggin,44.0289,-70.1076,3453
Blanchard,Blanchard,LA,,,Caddo,32.6027,-93.8832,3452
Elma,Elma,WA,,,Grays Harbor,47.0055,-123.4112,3452
Mount Olive,Mount Olive,AL,,,Jefferson,33.6778,-86.8727,3449
Benson,Benson,MN,,,Swift,45.3152,-95.6058,3449
Orange,Orange,OH,,,Cuyahoga,41.4414,-81.4743,3448
Goulding,Goulding,FL,,,Escambia,30.4396,-87.23,3448
Wellsboro,Wellsboro,PA,,,Tioga,41.7458,-77.3031,3445
Reamstown,Reamstown,PA,,,Lancaster,40.2113,-76.118,3445
Rochester,Rochester,PA,,,Beaver,40.7025,-80.2838,3445
Grangeville,Grangeville,ID,,,Idaho,45.926,-116.1224,3443
Teague,Teague,TX,,,Freestone,31.6296,-96.2802,3443
Crystal River,Crystal River,FL,,,Citrus,28.8964,-82.5991,3443
West Orange,West Orange,TX,,,Orange,30.0791,-93.7598,3442
Westville,Westville,IL,,,Vermilion,40.0439,-87.6389,3442
Moreland Hills,Moreland Hills,OH,,,Cuyahoga,41.4422,-81.4293,3442
Kenedy,Kenedy,TX,,,Karnes,28.8176,-97.8518,3442
Evergreen,Evergreen,AL,,,Conecuh,31.4342,-86.9723,3442
Alma,Alma,GA,,,Bacon,31.5432,-82.4745,3441
Shannondale,Shannondale,WV,,,Jefferson,39.2123,-77.8105,3441
Fetters Hot Springs-Agua Caliente,Fetters Hot Springs-Agua Caliente,CA,,,Sonoma,38.3274,-122.4871,3441
South Berwick,South Berwick,ME,,,York,43.2321,-70.7963,3441
Dennis Port,Dennis Port,MA,,,Barnstable,41.6677,-70.1358,3439
Somerville,Somerville,TN,,,Fayette,35.2352,-89.3869,3439
West Point,West Point,VA,,,King William,37.5519,-76.8017,3439
Wallace,Wallace,NC,,,Duplin,34.738,-77.9908,3438
Sleepy Eye,Sleepy Eye,MN,,,Brown,44.299,-94.7234,3438
West Nyack,West Nyack,NY,,,Rockland,41.0907,-73.9714,3437
Gothenburg,Gothenburg,NE,,,Dawson,40.9242,-100.154,3436
Tashua,Tashua,CT,,,Greater Bridgeport,41.2761,-73.2536,3436
Melody Hill,Melody Hill,IN,,,Vanderburgh,38.024,-87.512,3435
Slippery Rock,Slippery Rock,PA,,,Butler,41.0695,-80.058,3434
Wellford,Wellford,SC,,,Spartanburg,34.962,-82.0937,3432
Grasonville,Grasonville,MD,,,Queen Anne's,38.9559,-76.1947,3431
Malvern,Malvern,PA,,,Chester,40.0329,-75.5146,3427
Yuma,Yuma,CO,,,Yuma,40.1235,-102.7161,3427
Madison,Madison,OH,,,Lake,41.7722,-81.0529,3427
Dandridge,Dandridge,TN,,,Jefferson,36.0284,-83.4308,3426
Loyalhanna,Loyalhanna,PA,,,Westmoreland,40.3144,-79.356,3425
Germantown Hills,Germantown Hills,IL,,,Woodford,40.7711,-89.4669,3425
Lake Providence,Lake Providence,LA,,,East Carroll,32.8132,-91.1825,3424
Abingdon,Abingdon,IL,,,Knox,40.8038,-90.4009,3424
Coplay,Coplay,PA,,,Lehigh,40.671,-75.4961,3423
Marysville,Marysville,KS,,,Marshall,39.8432,-96.6387,3423
Rural Hall,Rural Hall,NC,,,Forsyth,36.2251,-80.2973,3421
Hubbard,Hubbard,OR,,,Marion,45.1819,-122.8072,3421
Humboldt Hill,Humboldt Hill,CA,,,Humboldt,40.7219,-124.1987,3421
North Wales,North Wales,PA,,,Montgomery,40.2111,-75.2745,3421
Kirtland AFB,Kirtland AFB,NM,,,Bernalillo,35.0497,-106.5599,3421
Alexandria,Alexandria,AL,,,Calhoun,33.7675,-85.8792,3420
Windsor,Windsor,NC,,,Bertie,35.9928,-76.9401,3417
Dahlgren,Dahlgren,VA,,,King George,38.3443,-77.0624,3417
Tomahawk,Tomahawk,WI,,,Lincoln,45.4746,-89.7228,3416
Lewes,Lewes,DE,,,Sussex,38.7776,-75.145,3415
Forks,Forks,WA,,,Clallam,47.9527,-124.3903,3413
Jewett City,Jewett City,CT,,,Southeastern Connecticut,41.607,-71.9806,3412
Ringgold,Ringgold,GA,,,Catoosa,34.9136,-85.1215,3412
Fort Branch,Fort Branch,IN,,,Gibson,38.2461,-87.5734,3412
Hartford,Hartford,SD,,,Minnehaha,43.621,-96.9424,3412
Llano,Llano,TX,,,Llano,30.7509,-98.6763,3411
St. Johns,St. Johns,AZ,,,Apache,34.5018,-109.3784,3409
Four Bridges,Four Bridges,OH,,,Butler,39.3828,-84.3542,3407
Mount Angel,Mount Angel,OR,,,Marion,45.0695,-122.7972,3405
Loxahatchee Groves,Loxahatchee Groves,FL,,,Palm Beach,26.7106,-80.2763,3405
Peshtigo,Peshtigo,WI,,,Marinette,45.056,-87.7471,3404
Hahira,Hahira,GA,,,Lowndes,30.9941,-83.3786,3404
Lake Lakengren,Lake Lakengren,OH,,,Preble,39.6894,-84.69,3404
Dublin,Dublin,TX,,,Erath,32.0875,-98.3392,3404
Washoe Valley,Washoe Valley,NV,,,Washoe,39.2923,-119.7767,3404
Port Ewen,Port Ewen,NY,,,Ulster,41.9042,-73.9778,3402
Summersville,Summersville,WV,,,Nicholas,38.2864,-80.8409,3397
Moulton,Moulton,AL,,,Lawrence,34.4844,-87.2833,3397
Chandler,Chandler,TX,,,Henderson,32.3065,-95.4781,3397
Yountville,Yountville,CA,,,Napa,38.3963,-122.3671,3396
Wilder,Wilder,VT,,,Windsor,43.6804,-72.3168,3394
North Plains,North Plains,OR,,,Washington,45.5974,-122.9948,3393
Ponce Inlet,Ponce Inlet,FL,,,Volusia,29.0927,-80.9472,3392
Enochville,Enochville,NC,,,Rowan,35.5205,-80.6644,3392
Nokomis,Nokomis,FL,,,Sarasota,27.1241,-82.4354,3391
New Haven,New Haven,MO,,,Franklin,38.6048,-91.2179,3389
Desert View Highlands,Desert View Highlands,CA,,,Los Angeles,34.5903,-118.1535,3389
Dewey,Dewey,OK,,,Washington,36.7913,-95.9328,3388
Emerald Mountain,Emerald Mountain,AL,,,Elmore,32.4396,-86.0857,3387
Winnsboro,Winnsboro,TX,,,Wood,32.9557,-95.2909,3386
Pickens,Pickens,SC,,,Pickens,34.8856,-82.7104,3386
Peralta,Peralta,NM,,,Valencia,34.8283,-106.6859,3385
Oliver Springs,Oliver Springs,TN,,,Anderson,36.0399,-84.3285,3384
Holton,Holton,KS,,,Jackson,39.4699,-95.7319,3384
Etna,Etna,PA,,,Allegheny,40.4975,-79.9475,3383
Mingo Junction,Mingo Junction,OH,,,Jefferson,40.3244,-80.6173,3382
Eagle Lake,Eagle Lake,FL,,,Polk,27.976,-81.7573,3382
West Menlo Park,West Menlo Park,CA,,,San Mateo,37.4339,-122.2034,3382
Ebensburg,Ebensburg,PA,,,Cambria,40.4884,-78.7264,3381
Frontenac,Frontenac,KS,,,Crawford,37.4581,-94.7012,3381
Water Valley,Water Valley,MS,,,Yalobusha,34.1622,-89.63,3380
Parker,Parker,AZ,,,La Paz,34.0286,-114.2224,3379
Hobart,Hobart,OK,,,Kiowa,35.0246,-99.0875,3378
Cleves,Cleves,OH,,,Hamilton,39.1635,-84.7468,3377
Rainbow Lakes Estates,Rainbow Lakes Estates,FL,,,Marion,29.158,-82.5099,3376
North Shore,North Shore,CA,,,Riverside,33.5157,-115.9092,3373
Avalon,Avalon,CA,,,Los Angeles,33.3342,-118.3315,3373
Red Oak,Red Oak,NC,,,Nash,36.0415,-77.9064,3372
Rio Dell,Rio Dell,CA,,,Humboldt,40.5023,-124.1105,3371
Newburgh,Newburgh,IN,,,Warrick,37.9494,-87.4053,3370
Waldron,Waldron,AR,,,Scott,34.9022,-94.0953,3370
Breckenridge,Breckenridge,MN,,,Wilkin,46.2662,-96.585,3369
Meadowbrook,Meadowbrook,CA,,,Riverside,33.7253,-117.2851,3368
Johnson Creek,Johnson Creek,WI,,,Jefferson,43.0812,-88.7702,3367
Level Park-Oak Park,Level Park-Oak Park,MI,,,Calhoun,42.3642,-85.2664,3367
Montgomery,Montgomery,MN,,,Le Sueur,44.445,-93.5797,3366
Annandale,Annandale,MN,,,Wright,45.2599,-94.1205,3365
Lake Park,Lake Park,NC,,,Union,35.0849,-80.6349,3365
Fox Island,Fox Island,WA,,,Pierce,47.2477,-122.6256,3365
Story City,Story City,IA,,,Story,42.1866,-93.5863,3363
Beaver Dam Lake,Beaver Dam Lake,NY,,,Orange,41.4429,-74.1216,3361
Village Shires,Village Shires,PA,,,Bucks,40.2016,-74.9706,3360
Buffalo,Buffalo,MO,,,Dallas,37.6444,-93.097,3358
Lake Cherokee,Lake Cherokee,TX,,,Rusk,32.3569,-94.6513,3358
Saddle River,Saddle River,NJ,,,Bergen,41.0273,-74.0956,3358
Wyncote,Wyncote,PA,,,Montgomery,40.0915,-75.1463,3358
Cornville,Cornville,AZ,,,Yavapai,34.7389,-111.9086,3356
Altavista,Altavista,VA,,,Campbell,37.1235,-79.2856,3356
Springdale,Springdale,PA,,,Allegheny,40.5409,-79.7819,3355
Hartville,Hartville,OH,,,Stark,40.9618,-81.3348,3355
Sheridan,Sheridan,IN,,,Hamilton,40.132,-86.2198,3355
Dillonvale,Dillonvale,OH,,,Hamilton,39.2173,-84.4031,3354
Gallipolis,Gallipolis,OH,,,Gallia,38.8186,-82.1934,3352
Johnston City,Johnston City,IL,,,Williamson,37.8214,-88.929,3351
Woodbourne,Woodbourne,PA,,,Bucks,40.2017,-74.8873,3351
South Hempstead,South Hempstead,NY,,,Nassau,40.6814,-73.6233,3350
Robins,Robins,IA,,,Linn,42.08,-91.6763,3349
Newcastle,Newcastle,WY,,,Weston,43.851,-104.2123,3348
Williamsburg,Williamsburg,IA,,,Iowa,41.6683,-92.0103,3347
Mount Oliver,Mount Oliver,PA,,,Allegheny,40.4113,-79.9856,3347
Jefferson,Jefferson,OH,,,Ashtabula,41.7384,-80.7689,3347
Petersburg,Petersburg,AK,,,Petersburg,56.7566,-132.8727,3346
Nesquehoning,Nesquehoning,PA,,,Carbon,40.866,-75.8322,3345
Essexville,Essexville,MI,,,Bay,43.6123,-83.8423,3344
Meadow Vista,Meadow Vista,CA,,,Placer,39.0029,-121.0303,3343
Ossian,Ossian,IN,,,Wells,40.877,-85.1683,3342
Blackstone,Blackstone,VA,,,Nottoway,37.0822,-78.003,3341
Clare,Clare,MI,,,Clare,43.8259,-84.763,3341
Pine City,Pine City,MN,,,Pine,45.8368,-92.9682,3339
Morada,Morada,CA,,,San Joaquin,38.0386,-121.2456,3337
Liberty,Liberty,SC,,,Pickens,34.7904,-82.6961,3337
Lake Cassidy,Lake Cassidy,WA,,,Snohomish,48.0639,-122.092,3337
Hannahs Mill,Hannahs Mill,GA,,,Upson,32.9369,-84.3406,3335
Carrollton,Carrollton,MO,,,Carroll,39.3636,-93.4955,3335
Ingram,Ingram,PA,,,Allegheny,40.4447,-80.0685,3334
Millvale,Millvale,PA,,,Allegheny,40.4818,-79.9736,3333
Warm Beach,Warm Beach,WA,,,Snohomish,48.1665,-122.3448,3333
Big Coppitt Key,Big Coppitt Key,FL,,,Monroe,24.5914,-81.6574,3333
Winnsboro,Winnsboro,SC,,,Fairfield,34.3718,-81.0907,3332
Farmerville,Farmerville,LA,,,Union,32.7752,-92.4013,3331
Mayfield,Mayfield,OH,,,Cuyahoga,41.5502,-81.4369,3330
Wrightstown,Wrightstown,WI,,,Brown,44.3263,-88.1756,3330
Lordstown,Lordstown,OH,,,Trumbull,41.1684,-80.859,3329
Woodlawn Beach,Woodlawn Beach,FL,,,Santa Rosa,30.3865,-86.9944,3328
Larned,Larned,KS,,,Pawnee,38.1833,-99.1012,3328
East Brewton,East Brewton,AL,,,Escambia,31.0906,-87.0556,3325
Ellsworth,Ellsworth,WI,,,Pierce,44.7364,-92.4806,3323
Weaver,Weaver,AL,,,Calhoun,33.7601,-85.8117,3323
Welsh,Welsh,LA,,,Jefferson Davis,30.2355,-92.8135,3323
Bandon,Bandon,OR,,,Coos,43.1141,-124.4158,3323
Williams,Williams,AZ,,,Coconino,35.2476,-112.1834,3322
Ohioville,Ohioville,PA,,,Beaver,40.6872,-80.4783,3322
Haworth,Haworth,NJ,,,Bergen,40.9622,-73.9976,3321
Circle D-KC Estates,Circle D-KC Estates,TX,,,Bastrop,30.1611,-97.235,3321
Fordyce,Fordyce,AR,,,Dallas,33.8182,-92.4174,3320
Jefferson,Jefferson,OR,,,Marion,44.7171,-123.0068,3316
West Lake Hills,West Lake Hills,TX,,,Travis,30.292,-97.8083,3315
Milford,Milford,IA,,,Dickinson,43.3336,-95.1478,3315
Newbern,Newbern,TN,,,Dyer,36.1169,-89.2713,3313
Dilley,Dilley,TX,,,Frio,28.6675,-99.1765,3312
East Richmond Heights,East Richmond Heights,CA,,,Contra Costa,37.945,-122.314,3311
Pine Grove,Pine Grove,CA,,,Amador,38.403,-120.6571,3310
Minden,Minden,NV,,,Douglas,38.9632,-119.7683,3309
Feather Sound,Feather Sound,FL,,,Pinellas,27.9061,-82.6813,3309
Keowee Key,Keowee Key,SC,,,Oconee,34.8257,-82.9158,3307
Brillion,Brillion,WI,,,Calumet,44.1758,-88.0707,3307
Berwyn Heights,Berwyn Heights,MD,,,Prince George's,38.9928,-76.9132,3306
Claryville,Claryville,KY,,,Campbell,38.914,-84.4095,3306
Spencer,Spencer,NC,,,Rowan,35.6986,-80.4254,3305
Crane,Crane,TX,,,Crane,31.3918,-102.3503,3304
Tusculum,Tusculum,TN,,,Greene,36.175,-82.7454,3304
Blanding,Blanding,UT,,,San Juan,37.6213,-109.5073,3303
Niantic,Niantic,CT,,,Southeastern Connecticut,41.3258,-72.1952,3302
Blountville,Blountville,TN,,,Sullivan,36.533,-82.329,3301
Chincoteague,Chincoteague,VA,,,Accomack,37.9593,-75.3495,3300
Hominy,Hominy,OK,,,Osage,36.4219,-96.393,3299
Bunkie,Bunkie,LA,,,Avoyelles,30.954,-92.1884,3299
Jackson,Jackson,MN,,,Jackson,43.6265,-94.9891,3298
Moose Lake,Moose Lake,MN,,,Carlton,46.4442,-92.7654,3297
Rayville,Rayville,LA,,,Richland,32.4707,-91.7576,3297
Elizabethtown,Elizabethtown,NC,,,Bladen,34.6219,-78.6074,3294
Erda,Erda,UT,,,Tooele,40.6028,-112.3214,3294
Hamburg,Hamburg,NJ,,,Sussex,41.1485,-74.5736,3293
Muldrow,Muldrow,OK,,,Sequoyah,35.404,-94.5976,3292
St. Paul,St. Paul,MO,,,St. Charles,38.8486,-90.7406,3292
Big Lake,Big Lake,AK,,,Matanuska-Susitna,61.526,-149.9721,3291
Frostproof,Frostproof,FL,,,Polk,27.7494,-81.5252,3289
State Line,State Line,PA,,,Franklin,39.7329,-77.7247,3288
Ridgecrest,Ridgecrest,FL,,,Pinellas,27.8923,-82.8074,3288
Paris,Paris,AR,,,Logan,35.2894,-93.7252,3287
Union Springs,Union Springs,AL,,,Bullock,32.1395,-85.7141,3287
Rio Grande,Rio Grande,NJ,,,Cape May,39.0193,-74.8787,3285
Port Monmouth,Port Monmouth,NJ,,,Monmouth,40.4338,-74.1009,3285
Union,Union,NJ,,,Union,40.6966,-74.2693,3284
Lanai City,Lanai City,HI,,,Maui,20.8279,-156.9147,3283
Barton Creek,Barton Creek,TX,,,Travis,30.2818,-97.8681,3281
West Liberty,West Liberty,KY,,,Morgan,37.9161,-83.2668,3280
Alva,Alva,FL,,,Lee,26.7188,-81.6269,3279
West DeLand,West DeLand,FL,,,Volusia,29.0162,-81.3343,3278
Mannford,Mannford,OK,,,Creek,36.1306,-96.334,3278
Southpointe,Southpointe,PA,,,Washington,40.2898,-80.1758,3277
Thiensville,Thiensville,WI,,,Ozaukee,43.2361,-87.9785,3277
Paw Paw,Paw Paw,MI,,,Van Buren,42.2148,-85.8919,3277
Vassar College,Vassar College,NY,,,Dutchess,41.686,-73.8931,3276
Minerva,Minerva,OH,,,Stark,40.7306,-81.1023,3274
Paoli,Paoli,IN,,,Orange,38.5572,-86.4698,3274
Lake Arrowhead,Lake Arrowhead,ME,,,York,43.6634,-70.7382,3273
South Duxbury,South Duxbury,MA,,,Plymouth,42.0203,-70.6913,3272
Newmanstown,Newmanstown,PA,,,Lebanon,40.3515,-76.2117,3270
San Manuel,San Manuel,AZ,,,Pinal,32.6091,-110.6415,3269
Eagle Lake,Eagle Lake,MN,,,Blue Earth,44.1636,-93.8823,3268
Cherry Valley,Cherry Valley,IL,,,Winnebago,42.2223,-88.9715,3268
Park City,Park City,TN,,,Lincoln,35.0782,-86.5834,3268
Pottsgrove,Pottsgrove,PA,,,Montgomery,40.2644,-75.6093,3267
Monte Grande,Monte Grande,PR,,,Cabo Rojo,18.0894,-67.1201,3264
Magnolia,Magnolia,MS,,,Pike,31.1619,-90.467,3264
Plymouth,Plymouth,NC,,,Washington,35.8588,-76.7487,3264
Sierra Ridge,Sierra Ridge,CO,,,Douglas,39.5286,-104.8172,3264
West Wyomissing,West Wyomissing,PA,,,Berks,40.3222,-75.995,3263
Cashmere,Cashmere,WA,,,Chelan,47.5175,-120.467,3263
Boscobel,Boscobel,WI,,,Grant,43.1437,-90.6948,3263
Hodgenville,Hodgenville,KY,,,Larue,37.5668,-85.7354,3262
Rush City,Rush City,MN,,,Chisago,45.6875,-92.9655,3262
Meadow Oaks,Meadow Oaks,FL,,,Pasco,28.3465,-82.6025,3261
Sugar Creek,Sugar Creek,MO,,,Jackson,39.1433,-94.3994,3261
Penbrook,Penbrook,PA,,,Dauphin,40.2781,-76.8483,3260
Vandalia,Vandalia,MO,,,Audrain,39.308,-91.4892,3260
Athens,Athens,PA,,,Bradford,41.9515,-76.5187,3260
Hideaway,Hideaway,TX,,,Smith,32.489,-95.4578,3259
Sherwood,Sherwood,OH,,,Hamilton,39.0853,-84.3608,3259
Ravena,Ravena,NY,,,Albany,42.4755,-73.8112,3256
South Jacksonville,South Jacksonville,IL,,,Morgan,39.7025,-90.2292,3255
Hanceville,Hanceville,AL,,,Cullman,34.0632,-86.7645,3255
Lake Wilderness,Lake Wilderness,VA,,,Spotsylvania,38.3036,-77.7277,3255
Hartsdale,Hartsdale,NY,,,Westchester,41.0154,-73.8036,3254
Orofino,Orofino,ID,,,Clearwater,46.4866,-116.2572,3254
Paloma Creek,Paloma Creek,TX,,,Denton,33.2253,-96.9371,3250
Loudonville,Loudonville,OH,,,Ashland,40.6342,-82.2328,3249
Burgaw,Burgaw,NC,,,Pender,34.5509,-77.9224,3249
Strasburg,Strasburg,CO,,,Arapahoe,39.7181,-104.3195,3249
Trafford,Trafford,PA,,,Westmoreland,40.3846,-79.7576,3247
Lake Erie Beach,Lake Erie Beach,NY,,,Erie,42.6242,-79.0786,3247
Macungie,Macungie,PA,,,Lehigh,40.5165,-75.5545,3247
Iowa,Iowa,LA,,,Calcasieu,30.2393,-93.013,3246
Venice Gardens,Venice Gardens,FL,,,Sarasota,27.0739,-82.4125,3246
Vinton,Vinton,LA,,,Calcasieu,30.1957,-93.5818,3245
Calcium,Calcium,NY,,,Jefferson,44.0401,-75.8468,3245
Howards Grove,Howards Grove,WI,,,Sheboygan,43.8261,-87.8232,3245
Strathmore,Strathmore,CA,,,Tulare,36.1461,-119.0644,3244
Mineral Springs,Mineral Springs,NC,,,Union,34.9412,-80.6847,3244
Leisuretowne,Leisuretowne,NJ,,,Burlington,39.8987,-74.7059,3244
Putney,Putney,GA,,,Dougherty,31.4755,-84.101,3244
Hogansville,Hogansville,GA,,,Troup,33.1674,-84.9027,3243
Livingston,Livingston,AL,,,Sumter,32.5982,-88.1891,3243
Red Rock,Red Rock,AZ,,,Pinal,32.561,-111.3745,3243
Zephyrhills North,Zephyrhills North,FL,,,Pasco,28.252,-82.1654,3243
Weimar,Weimar,TX,,,Colorado,29.7,-96.7773,3240
Centerville,Centerville,PA,,,Washington,40.03,-79.9633,3240
Ely,Ely,MN,,,St. Louis,47.9054,-91.8517,3239
Algona,Algona,WA,,,King,47.282,-122.2504,3239
Masontown,Masontown,PA,,,Fayette,39.8486,-79.9085,3238
Goldstream,Goldstream,AK,,,Fairbanks North Star,64.9339,-148.0083,3238
Yorkville,Yorkville,WI,,,Racine,42.7155,-88.0097,3237
Melbourne Beach,Melbourne Beach,FL,,,Brevard,28.0668,-80.561,3237
Willcox,Willcox,AZ,,,Cochise,32.2515,-109.8359,3236
Mount Penn,Mount Penn,PA,,,Berks,40.3287,-75.8897,3236
Blissfield,Blissfield,MI,,,Lenawee,41.8311,-83.8635,3236
Red Oaks Mill,Red Oaks Mill,NY,,,Dutchess,41.6517,-73.8748,3235
Tallapoosa,Tallapoosa,GA,,,Haralson,33.7335,-85.2859,3234
Ocilla,Ocilla,GA,,,Irwin,31.5987,-83.2498,3233
Syracuse,Syracuse,IN,,,Kosciusko,41.4226,-85.7492,3232
Louisiana,Louisiana,MO,,,Pike,39.4413,-91.0626,3231
Roselawn,Roselawn,IN,,,Newton,41.1535,-87.2881,3231
Sherwood,Sherwood,WI,,,Calumet,44.1763,-88.2756,3231
Magnolia,Magnolia,TX,,,Montgomery,30.2115,-95.742,3230
Perkins,Perkins,OK,,,Payne,35.9785,-97.0301,3229
Kalaeloa,Kalaeloa,HI,,,Honolulu,21.3136,-158.065,3229
Blennerhassett,Blennerhassett,WV,,,Wood,39.2562,-81.6316,3229
Port Richey,Port Richey,FL,,,Pasco,28.2759,-82.7254,3229
Hicksville,Hicksville,OH,,,Defiance,41.2944,-84.7648,3228
Smithville-Sanders,Smithville-Sanders,IN,,,Monroe,39.0597,-86.5108,3228
South Point,South Point,OH,,,Lawrence,38.4214,-82.5784,3228
Lake of the Woods,Lake of the Woods,AZ,,,Navajo,34.1547,-109.9936,3227
Crestview Hills,Crestview Hills,KY,,,Kenton,39.0249,-84.5695,3226
Presidio,Presidio,TX,,,Presidio,29.5603,-104.3653,3226
Hardwick,Hardwick,GA,,,Baldwin,33.0523,-83.244,3226
Las Lomas,Las Lomas,CA,,,Monterey,36.8688,-121.7317,3223
Hiawatha,Hiawatha,KS,,,Brown,39.8519,-95.538,3223
Attica,Attica,IN,,,Fountain,40.2874,-87.2452,3221
North Lakeport,North Lakeport,CA,,,Lake,39.0883,-122.9053,3221
Nyssa,Nyssa,OR,,,Malheur,43.8779,-116.9956,3220
Grantville,Grantville,GA,,,Coweta,33.2371,-84.8293,3220
Drum Point,Drum Point,MD,,,Calvert,38.3324,-76.4307,3219
Algoma,Algoma,WI,,,Kewaunee,44.6058,-87.4465,3219
Long Lake,Long Lake,IL,,,Lake,42.3758,-88.1276,3219
Cordes Lakes,Cordes Lakes,AZ,,,Yavapai,34.3103,-112.1073,3218
Moosup,Moosup,CT,,,Northeastern Connecticut,41.7173,-71.8757,3218
Naples,Naples,UT,,,Uintah,40.4317,-109.4913,3217
North Hartsville,North Hartsville,SC,,,Darlington,34.401,-80.071,3217
Heber-Overgaard,Heber-Overgaard,AZ,,,Navajo,34.4141,-110.5696,3216
Dundee,Dundee,OR,,,Yamhill,45.2759,-123.007,3215
Cutten,Cutten,CA,,,Humboldt,40.7657,-124.1445,3214
Beach City,Beach City,TX,,,Chambers,29.7269,-94.8549,3214
Pistakee Highlands,Pistakee Highlands,IL,,,McHenry,42.4023,-88.2115,3214
Minster,Minster,OH,,,Auglaize,40.3947,-84.3789,3213
Marshall,Marshall,VA,,,Fauquier,38.8661,-77.8453,3213
Williston Highlands,Williston Highlands,FL,,,Levy,29.3336,-82.5357,3213
Red Bay,Red Bay,AL,,,Franklin,34.4357,-88.1361,3213
Kachina Village,Kachina Village,AZ,,,Coconino,35.0947,-111.6928,3212
Konterra,Konterra,MD,,,Prince George's,39.0774,-76.9023,3212
Stanton,Stanton,KY,,,Powell,37.8465,-83.8564,3211
Blairsville,Blairsville,PA,,,Indiana,40.4326,-79.2599,3211
Country Squire Lakes,Country Squire Lakes,IN,,,Jennings,39.038,-85.6849,3211
Freedom,Freedom,CA,,,Santa Cruz,36.9403,-121.7953,3211
Arbuckle,Arbuckle,CA,,,Colusa,39.0141,-122.061,3209
Morganfield,Morganfield,KY,,,Union,37.6869,-87.8878,3208
Cleveland,Cleveland,OK,,,Pawnee,36.3008,-96.4635,3208
Cassville,Cassville,MO,,,Barry,36.6786,-93.8682,3208
Mount Shasta,Mount Shasta,CA,,,Siskiyou,41.3206,-122.315,3208
Lodi,Lodi,WI,,,Columbia,43.3154,-89.5367,3206
Cabán,Caban,PR,,,Aguadilla,18.445,-67.1363,3206
Helemano,Helemano,HI,,,Honolulu,21.5362,-158.0194,3206
Brodhead,Brodhead,WI,,,Green,42.6168,-89.3756,3205
Warrior,Warrior,AL,,,Jefferson,33.8149,-86.8157,3204
Brackenridge,Brackenridge,PA,,,Allegheny,40.6079,-79.7411,3203
Central Park,Central Park,WA,,,Grays Harbor,46.9705,-123.7018,3203
Lesslie,Lesslie,SC,,,York,34.8856,-80.9541,3202
Wind Gap,Wind Gap,PA,,,Northampton,40.8484,-75.2917,3202
Pottsville,Pottsville,AR,,,Pope,35.2312,-93.0654,3201
Monmouth Beach,Monmouth Beach,NJ,,,Monmouth,40.3364,-73.9863,3201
Garnett,Garnett,KS,,,Anderson,38.2845,-95.2408,3200
Pine Hills,Pine Hills,CA,,,Humboldt,40.7313,-124.1551,3200
Weaverville,Weaverville,CA,,,Trinity,40.7407,-122.929,3198
Hayfork,Hayfork,CA,,,Trinity,40.561,-123.1298,3198
Mountain Home AFB,Mountain Home AFB,ID,,,Elmore,43.0496,-115.8655,3198
Oakridge,Oakridge,OR,,,Lane,43.7451,-122.4638,3197
Val Verde Park,Val Verde Park,TX,,,Val Verde,29.3746,-100.8306,3197
Scissors,Scissors,TX,,,Hidalgo,26.1333,-98.0475,3196
Salmon,Salmon,ID,,,Lemhi,45.1743,-113.8947,3196
Sewaren,Sewaren,NJ,,,Middlesex,40.5519,-74.2581,3196
Glasgow,Glasgow,MT,,,Valley,48.199,-106.6321,3194
Orchard City,Orchard City,CO,,,Delta,38.8144,-107.9705,3193
South Dennis,South Dennis,MA,,,Barnstable,41.7051,-70.1537,3190
Old Mystic,Old Mystic,CT,,,Southeastern Connecticut,41.3852,-71.9851,3189
Wesleyville,Wesleyville,PA,,,Erie,42.1369,-80.0123,3189
Hoosick Falls,Hoosick Falls,NY,,,Rensselaer,42.9009,-73.35,3189
Rockwood,Rockwood,MI,,,Wayne,42.0705,-83.243,3189
Washington Heights,Washington Heights,NY,,,Orange,41.4692,-74.4177,3189
Comunas,Comunas,PR,,,Yabucoa,18.0846,-65.8435,3187
Carmel-by-the-Sea,Carmel-by-the-Sea,CA,,,Monterey,36.5528,-121.9222,3186
Six Mile Run,Six Mile Run,NJ,,,Somerset,40.473,-74.5334,3185
Brightwaters,Brightwaters,NY,,,Suffolk,40.7193,-73.2642,3185
Vado,Vado,NM,,,Doña Ana,32.1278,-106.6571,3185
West Burlington,West Burlington,IA,,,Des Moines,40.8215,-91.1755,3184
Belville,Belville,NC,,,Brunswick,34.219,-77.9976,3183
Aguada,Aguada,PR,,,Aguada,18.3803,-67.1884,3182
Barbourville,Barbourville,KY,,,Knox,36.8667,-83.885,3181
