city,city_ascii,state_id,,,county_name,lat,lng,population
Wacousta,Wacousta,MI,,,Clinton,42.8202,-84.6907,1686
Oroville,Oroville,WA,,,Okanogan,48.9419,-119.4305,1686
Orchard Hills,Orchard Hills,PA,,,Armstrong,40.5849,-79.5416,1686
Santa Nella,Santa Nella,CA,,,Merced,37.1012,-121.0157,1686
Ridgely,Ridgely,MD,,,Caroline,38.9528,-75.8828,1685
Houghton,Houghton,NY,,,Allegany,42.4277,-78.1638,1685
Mokuleia,Mokuleia,HI,,,Honolulu,21.5771,-158.1714,1684
Walnut Creek,Walnut Creek,NC,,,Wayne,35.3051,-77.8714,1684
Howard City,Howard City,MI,,,Montcalm,43.3947,-85.4683,1683
La Luz,La Luz,NM,,,Otero,32.9698,-105.9388,1683
Oberlin,Oberlin,LA,,,Allen,30.6069,-92.7724,1683
Venice,Venice,IL,,,Madison,38.6719,-90.169,1682
Ashaway,Ashaway,RI,,,Washington,41.426,-71.7852,1682
Waterville,Waterville,NY,,,Oneida,42.9306,-75.3802,1682
Clintondale,Clintondale,NY,,,Ulster,41.6924,-74.0429,1682
Forsyth,Forsyth,MT,,,Rosebud,46.2669,-106.6749,1682
Akron,Akron,CO,,,Washington,40.1635,-103.2202,1681
Stuart,Stuart,VA,,,Patrick,36.6404,-80.2687,1681
Lewiston,Lewiston,MN,,,Winona,43.9824,-91.8694,1680
Woodside East,Woodside East,DE,,,Kent,39.0676,-75.5376,1680
Mannington,Mannington,WV,,,Marion,39.5274,-80.3409,1679
Hillcrest,Hillcrest,IL,,,Ogle,41.9669,-89.0626,1679
Noel,Noel,MO,,,McDonald,36.5432,-94.4888,1679
Kaibito,Kaibito,AZ,,,Coconino,36.592,-111.1071,1679
Greenup,Greenup,IL,,,Cumberland,39.2484,-88.1598,1678
Plentywood,Plentywood,MT,,,Sheridan,48.776,-104.5574,1677
Gower,Gower,MO,,,Clinton,39.6129,-94.5947,1677
Elizabeth Lake,Elizabeth Lake,CA,,,Los Angeles,34.6589,-118.3785,1677
Ko Olina,Ko Olina,HI,,,Honolulu,21.3378,-158.1188,1677
Stevenson,Stevenson,WA,,,Skamania,45.6927,-121.8949,1676
Hughes Springs,Hughes Springs,TX,,,Cass,32.9987,-94.6311,1676
Bryson City,Bryson City,NC,,,Swain,35.4262,-83.4475,1676
Captains Cove,Captains Cove,VA,,,Accomack,38.0003,-75.4173,1676
Mikes,Mikes,TX,,,Starr,26.3147,-98.6336,1676
Bremen,Bremen,OH,,,Fairfield,39.706,-82.4296,1676
Guttenberg,Guttenberg,IA,,,Clayton,42.7885,-91.1058,1675
Flomaton,Flomaton,AL,,,Escambia,31.0127,-87.2541,1675
Braham,Braham,MN,,,Isanti,45.7223,-93.1717,1674
Hollis,Hollis,OK,,,Harmon,34.6897,-99.9153,1674
La Huerta,La Huerta,NM,,,Eddy,32.4489,-104.2225,1673
Sylvan Lake,Sylvan Lake,MI,,,Oakland,42.6172,-83.3331,1672
Surrey,Surrey,ND,,,Ward,48.2433,-101.1333,1672
Fránquez,Franquez,PR,,,Morovis,18.3401,-66.4276,1672
Catlettsburg,Catlettsburg,KY,,,Boyd,38.419,-82.6025,1672
Danbury,Danbury,TX,,,Brazoria,29.2274,-95.3461,1671
Unionville,Unionville,GA,,,Tift,31.4363,-83.5084,1670
Descanso,Descanso,CA,,,San Diego,32.8696,-116.6279,1670
Holliday,Holliday,TX,,,Archer,33.8141,-98.6899,1670
Youngsville,Youngsville,PA,,,Warren,41.8525,-79.3167,1669
Pine Island Center,Pine Island Center,FL,,,Lee,26.6351,-82.1253,1668
Grand Canyon Village,Grand Canyon Village,AZ,,,Coconino,36.0474,-112.1623,1667
Tsaile,Tsaile,AZ,,,Apache,36.3033,-109.2157,1667
South Palm Beach,South Palm Beach,FL,,,Palm Beach,26.5898,-80.039,1667
Osakis,Osakis,MN,,,Douglas,45.8649,-95.1524,1667
Lake Waccamaw,Lake Waccamaw,NC,,,Columbus,34.3141,-78.5117,1666
Montour Falls,Montour Falls,NY,,,Schuyler,42.3499,-76.8484,1666
Westport,Westport,IN,,,Decatur,39.1767,-85.5746,1666
Tunkhannock,Tunkhannock,PA,,,Wyoming,41.5413,-75.9485,1665
McClellan Park,McClellan Park,CA,,,Sacramento,38.6629,-121.4016,1665
Christmas,Christmas,FL,,,Orange,28.5605,-81.0201,1665
Hinckley,Hinckley,MN,,,Pine,46.0122,-92.9256,1665
Oronoco,Oronoco,MN,,,Olmsted,44.1598,-92.5401,1665
Bement,Bement,IL,,,Piatt,39.923,-88.5724,1664
Hawkins,Hawkins,TX,,,Wood,32.5917,-95.2027,1664
Belzoni,Belzoni,MS,,,Humphreys,33.1804,-90.4863,1664
Seadrift,Seadrift,TX,,,Calhoun,28.4142,-96.7162,1664
Hatch,Hatch,NM,,,Doña Ana,32.6663,-107.1644,1663
Flying Hills,Flying Hills,PA,,,Berks,40.2787,-75.9164,1663
Roodhouse,Roodhouse,IL,,,Greene,39.484,-90.374,1662
Radium Springs,Radium Springs,NM,,,Doña Ana,32.4783,-106.9031,1661
Lake Como,Lake Como,NJ,,,Monmouth,40.1706,-74.0262,1660
Akron,Akron,IA,,,Plymouth,42.8268,-96.5572,1660
Browntown,Browntown,PA,,,Luzerne,41.3139,-75.7826,1660
Kayak Point,Kayak Point,WA,,,Snohomish,48.1387,-122.3342,1660
Interlachen,Interlachen,FL,,,Putnam,29.6203,-81.8963,1659
Middletown,Middletown,CA,,,Lake,38.7518,-122.6221,1659
Drexel,Drexel,OH,,,Montgomery,39.7382,-84.2931,1659
Conashaugh Lakes,Conashaugh Lakes,PA,,,Pike,41.3041,-74.9933,1659
East Washington,East Washington,PA,,,Washington,40.1745,-80.2325,1658
Terra Bella,Terra Bella,CA,,,Tulare,35.96,-119.0387,1658
Erie,Erie,IL,,,Whiteside,41.6589,-90.0813,1658
Río Blanco,Rio Blanco,PR,,,Naguabo,18.2123,-65.793,1658
Sunnyside-Tahoe City,Sunnyside-Tahoe City,CA,,,Placer,39.1507,-120.1596,1658
Frisco City,Frisco City,AL,,,Monroe,31.4353,-87.4037,1657
Sea Bright,Sea Bright,NJ,,,Monmouth,40.3653,-73.977,1657
Industry,Industry,PA,,,Beaver,40.6595,-80.4115,1657
Eaton,Eaton,IN,,,Delaware,40.3218,-85.3591,1656
McCord,McCord,OK,,,Osage,36.6797,-97.0346,1656
Eleanor,Eleanor,WV,,,Putnam,38.5371,-81.9254,1655
Cleveland,Cleveland,WI,,,Manitowoc,43.9177,-87.7469,1655
South Charleston,South Charleston,OH,,,Clark,39.8243,-83.6417,1655
Uniontown,Uniontown,AL,,,Perry,32.449,-87.4958,1655
West Falmouth,West Falmouth,MA,,,Barnstable,41.6012,-70.6364,1655
Moundridge,Moundridge,KS,,,McPherson,38.2021,-97.515,1654
Hartshorne,Hartshorne,OK,,,Pittsburg,34.8392,-95.5596,1654
Seeley,Seeley,CA,,,Imperial,32.7893,-115.6843,1654
Sophia,Sophia,WV,,,Raleigh,37.7117,-81.2525,1654
Cedar Glen West,Cedar Glen West,NJ,,,Ocean,40.0418,-74.2851,1654
Tawas City,Tawas City,MI,,,Iosco,44.2679,-83.5244,1654
Fairfax,Fairfax,CA,,,Kern,35.3469,-118.9339,1654
Manson,Manson,IA,,,Calhoun,42.5287,-94.54,1653
North Industry,North Industry,OH,,,Stark,40.7362,-81.3728,1653
Pine Grove Mills,Pine Grove Mills,PA,,,Centre,40.7315,-77.8884,1653
Lakefield,Lakefield,MN,,,Jackson,43.678,-95.1695,1652
Bingham Farms,Bingham Farms,MI,,,Oakland,42.5176,-83.278,1652
Lake City,Lake City,IA,,,Calhoun,42.2677,-94.7311,1652
Bolindale,Bolindale,OH,,,Trumbull,41.2088,-80.7785,1652
Whitehall,Whitehall,WI,,,Trempealeau,44.3605,-91.3377,1651
North Belle Vernon,North Belle Vernon,PA,,,Westmoreland,40.132,-79.8639,1650
Bell Acres,Bell Acres,PA,,,Allegheny,40.5898,-80.1738,1650
Palm Valley,Palm Valley,TX,,,Cameron,26.2015,-97.7546,1650
Sneedville,Sneedville,TN,,,Hancock,36.5366,-83.2098,1649
Plymouth,Plymouth,OH,,,Huron,40.9965,-82.6672,1649
Harpersville,Harpersville,AL,,,Shelby,33.3184,-86.4286,1649
Prairie City,Prairie City,IA,,,Jasper,41.5954,-93.2393,1649
Jobos,Jobos,PR,,,Guayama,17.9608,-66.1655,1649
Carnegie,Carnegie,OK,,,Caddo,35.103,-98.5996,1648
Woodland Park,Woodland Park,NE,,,Stanton,42.0542,-97.3452,1648
Rocky Point,Rocky Point,WA,,,Kitsap,47.5886,-122.6673,1648
Ballard,Ballard,UT,,,Uintah,40.2949,-109.9493,1648
Pelahatchie,Pelahatchie,MS,,,Rankin,32.3148,-89.8083,1648
Wabasso,Wabasso,FL,,,Indian River,27.7486,-80.4421,1648
Olivet,Olivet,NJ,,,Salem,39.5402,-75.1727,1647
Mona,Mona,UT,,,Juab,39.8121,-111.8495,1647
Morrice,Morrice,MI,,,Shiawassee,42.8362,-84.1833,1647
El Mangó,El Mango,PR,,,Juncos,18.2345,-65.8751,1647
Rehobeth,Rehobeth,AL,,,Houston,31.1242,-85.4383,1647
Plain View,Plain View,NC,,,Sampson,35.2457,-78.5634,1647
North Pekin,North Pekin,IL,,,Tazewell,40.6114,-89.6225,1647
Pine Valley,Pine Valley,CA,,,San Diego,32.8415,-116.5107,1646
Poth,Poth,TX,,,Wilson,29.0726,-98.0809,1646
Gordon,Gordon,NE,,,Sheridan,42.8064,-102.204,1646
Oak Hill,Oak Hill,OH,,,Jackson,38.8973,-82.5694,1646
Topaz Ranch Estates,Topaz Ranch Estates,NV,,,Douglas,38.7357,-119.5008,1646
Barview,Barview,OR,,,Coos,43.347,-124.3073,1645
Haskell,Haskell,OK,,,Muskogee,35.8187,-95.6805,1645
The Galena Territory,The Galena Territory,IL,,,Jo Daviess,42.3955,-90.3184,1644
Forest Heights,Forest Heights,TX,,,Orange,30.2339,-93.761,1644
Englewood,Englewood,TN,,,McMinn,35.4228,-84.4883,1643
Shenorock,Shenorock,NY,,,Westchester,41.3307,-73.7409,1643
Hillsboro,Hillsboro,ND,,,Traill,47.403,-97.0635,1643
Elwood,Elwood,UT,,,Box Elder,41.6759,-112.1376,1643
Gibbon,Gibbon,NE,,,Buffalo,40.7461,-98.8458,1643
Mantua,Mantua,UT,,,Box Elder,41.5006,-111.9344,1642
Carter,Carter,TX,,,Parker,32.9139,-97.7343,1642
Hackleburg,Hackleburg,AL,,,Marion,34.2693,-87.8303,1642
Stuart,Stuart,IA,,,Adair,41.5004,-94.3182,1642
Hebron,Hebron,NE,,,Thayer,40.1685,-97.5866,1641
Henderson,Henderson,LA,,,St. Martin,30.3184,-91.8065,1640
Manito,Manito,IL,,,Mason,40.4201,-89.7806,1640
Cienega Springs,Cienega Springs,AZ,,,La Paz,34.2009,-114.2089,1640
Laingsburg,Laingsburg,MI,,,Shiawassee,42.8906,-84.35,1640
Lincoln,Lincoln,DE,,,Sussex,38.868,-75.4229,1639
River Hills,River Hills,WI,,,Milwaukee,43.1716,-87.9353,1639
Harbor Hills,Harbor Hills,OH,,,Licking,39.9366,-82.4343,1639
Conyngham,Conyngham,PA,,,Luzerne,40.9913,-76.0599,1639
Grayling,Grayling,MI,,,Crawford,44.6566,-84.7091,1638
Pacific City,Pacific City,OR,,,Tillamook,45.2054,-123.9536,1638
Halsey,Halsey,OR,,,Linn,44.3827,-123.111,1637
South Dos Palos,South Dos Palos,CA,,,Merced,36.9707,-120.6467,1637
White Pigeon,White Pigeon,MI,,,St. Joseph,41.7977,-85.6485,1637
Warren,Warren,MN,,,Marshall,48.194,-96.7688,1637
Neligh,Neligh,NE,,,Antelope,42.1291,-98.03,1636
Reform,Reform,AL,,,Pickens,33.3788,-88.0173,1636
Montgomery,Montgomery,WV,,,Fayette,38.175,-81.3245,1635
Nissequogue,Nissequogue,NY,,,Suffolk,40.9023,-73.1923,1634
Nashua,Nashua,IA,,,Chickasaw,42.9503,-92.5417,1634
Worthington,Worthington,IN,,,Greene,39.1185,-86.9798,1634
Shell Rock,Shell Rock,IA,,,Butler,42.7126,-92.5816,1634
Burton,Burton,OH,,,Geauga,41.4708,-81.1456,1634
Middletown,Middletown,VA,,,Frederick,39.0287,-78.2781,1634
Olivet,Olivet,MI,,,Eaton,42.444,-84.9246,1633
Cedar Bluff,Cedar Bluff,AL,,,Cherokee,34.2217,-85.5882,1633
Huntsville,Huntsville,TN,,,Scott,36.4112,-84.5056,1632
New Middletown,New Middletown,OH,,,Mahoning,40.9646,-80.5597,1632
Wind Point,Wind Point,WI,,,Racine,42.7814,-87.7721,1632
Ainsworth,Ainsworth,NE,,,Brown,42.5485,-99.8576,1632
Southside Place,Southside Place,TX,,,Harris,29.7089,-95.4366,1631
Webster,Webster,FL,,,Sumter,28.6114,-82.0493,1631
Greenback,Greenback,TN,,,Loudon,35.6487,-84.1725,1631
Beverly Hills,Beverly Hills,TX,,,McLennan,31.5224,-97.1564,1631
Rector,Rector,AR,,,Clay,36.2642,-90.2935,1631
Cherokee,Cherokee,NC,,,Swain,35.486,-83.3011,1631
Ledbetter,Ledbetter,KY,,,Livingston,37.0485,-88.4949,1630
North Key Largo,North Key Largo,FL,,,Monroe,25.2574,-80.3242,1630
New Paris,New Paris,IN,,,Elkhart,41.5005,-85.8249,1630
Hines,Hines,OR,,,Harney,43.5569,-119.0803,1629
Monroeville,Monroeville,OH,,,Huron,41.244,-82.7018,1629
Salisbury,Salisbury,MO,,,Chariton,39.4233,-92.8025,1629
Sharpsburg,Sharpsburg,NC,,,Nash,35.8663,-77.8306,1629
Frenchtown,Frenchtown,MT,,,Missoula,47.0287,-114.2461,1629
Homer,Homer,GA,,,Banks,34.3355,-83.4986,1628
Urbana,Urbana,IA,,,Benton,42.2286,-91.8867,1628
Perry,Perry,OH,,,Lake,41.7636,-81.143,1628
Fairplay,Fairplay,GA,,,Douglas,33.6187,-84.8605,1628
Ogden,Ogden,KS,,,Riley,39.1128,-96.7028,1628
Rome,Rome,IL,,,Peoria,40.8754,-89.5129,1628
Hopwood,Hopwood,PA,,,Fayette,39.8773,-79.7017,1628
Yacolt,Yacolt,WA,,,Clark,45.8652,-122.4062,1628
Cottonwood Shores,Cottonwood Shores,TX,,,Burnet,30.555,-98.3276,1626
Roxana,Roxana,IL,,,Madison,38.8315,-90.0464,1626
St. Matthews,St. Matthews,SC,,,Calhoun,33.664,-80.778,1626
Ripley,Ripley,OH,,,Brown,38.7325,-83.8346,1626
Rio Rancho Estates,Rio Rancho Estates,NM,,,Sandoval,35.3004,-106.7985,1626
Beaver,Beaver,OK,,,Beaver,36.815,-100.5236,1625
Comanche,Comanche,OK,,,Stephens,34.3567,-97.9509,1625
Aceitunas,Aceitunas,PR,,,Moca,18.4455,-67.0669,1625
West Sharyland,West Sharyland,TX,,,Hidalgo,26.2719,-98.3404,1624
West Buechel,West Buechel,KY,,,Jefferson,38.195,-85.6678,1624
Meadview,Meadview,AZ,,,Mohave,35.9532,-114.0789,1624
Roseto,Roseto,PA,,,Northampton,40.8778,-75.2204,1623
Devon,Devon,PA,,,Chester,40.0496,-75.4272,1623
Cambridge City,Cambridge City,IN,,,Wayne,39.8125,-85.1703,1623
Hoopers Creek,Hoopers Creek,NC,,,Henderson,35.448,-82.4294,1623
Nellysford,Nellysford,VA,,,Nelson,37.9132,-78.8829,1623
Cumberland Head,Cumberland Head,NY,,,Clinton,44.7177,-73.398,1622
Ferrum,Ferrum,VA,,,Franklin,36.9314,-80.0148,1622
Spencer,Spencer,WI,,,Marathon,44.7544,-90.2983,1621
Palmarejo,Palmarejo,PR,,,Lajas,18.0409,-67.0766,1620
Springfield,Springfield,NE,,,Sarpy,41.0854,-96.1333,1620
Harwich Center,Harwich Center,MA,,,Barnstable,41.6923,-70.0694,1620
Lac du Flambeau,Lac du Flambeau,WI,,,Vilas,45.9696,-89.8994,1619
Oakland,Oakland,MO,,,St. Louis,38.5768,-90.3849,1619
Ivanhoe,Ivanhoe,TX,,,Tyler,30.6799,-94.4154,1619
Cohoe,Cohoe,AK,,,Kenai Peninsula,60.2681,-151.2843,1619
Gruetli-Laager,Gruetli-Laager,TN,,,Grundy,35.3726,-85.6375,1619
Monona,Monona,IA,,,Clayton,43.0504,-91.391,1618
Smith Valley,Smith Valley,NV,,,Lyon,38.8109,-119.3517,1618
Shannon,Shannon,GA,,,Floyd,34.3406,-85.0854,1618
Galena,Galena,IN,,,Floyd,38.3513,-85.9372,1618
Noank,Noank,CT,,,Southeastern Connecticut,41.3339,-71.9978,1617
Oblong,Oblong,IL,,,Crawford,39.0022,-87.9107,1617
St. Jacob,St. Jacob,IL,,,Madison,38.7198,-89.768,1617
Paxtang,Paxtang,PA,,,Dauphin,40.2623,-76.8342,1617
Preston,Preston,TX,,,Grayson,33.8671,-96.6596,1617
Standish,Standish,MI,,,Arenac,43.9794,-83.9637,1616
Colwich,Colwich,KS,,,Sedgwick,37.7818,-97.5363,1616
Rio Vista,Rio Vista,TX,,,Johnson,32.2351,-97.3745,1616
Boring,Boring,OR,,,Clackamas,45.4304,-122.3716,1616
Paul,Paul,ID,,,Minidoka,42.6052,-113.7847,1615
Chesapeake,Chesapeake,WV,,,Kanawha,38.2232,-81.5363,1615
Saint John's University,Saint John's University,MN,,,Stearns,45.5798,-94.3931,1615
Fairfax,Fairfax,OH,,,Hamilton,39.1432,-84.3972,1615
Minorca,Minorca,LA,,,Concordia,31.5725,-91.4884,1615
Royal City,Royal City,WA,,,Grant,46.9018,-119.6205,1615
Bradford,Bradford,OH,,,Miami,40.1319,-84.4293,1615
Crainville,Crainville,IL,,,Williamson,37.7511,-89.06,1614
Rural Retreat,Rural Retreat,VA,,,Wythe,36.901,-81.2765,1614
Vander,Vander,NC,,,Cumberland,35.0347,-78.7887,1614
Wilson-Conococheague,Wilson-Conococheague,MD,,,Washington,39.653,-77.8306,1614
Stedman,Stedman,NC,,,Cumberland,35.0114,-78.6996,1613
Richland,Richland,PA,,,Lebanon,40.3574,-76.2569,1613
Norris City,Norris City,IL,,,White,37.979,-88.3279,1613
Hato Candal,Hato Candal,PR,,,Río Grande,18.3732,-65.7906,1613
Appalachia,Appalachia,VA,,,Wise,36.9098,-82.7882,1612
Estell Manor,Estell Manor,NJ,,,Atlantic,39.3587,-74.7752,1612
Malaga,Malaga,NJ,,,Gloucester,39.5787,-75.0589,1612
Lovelock,Lovelock,NV,,,Pershing,40.1787,-118.4775,1611
Mustang Ridge,Mustang Ridge,TX,,,Travis,30.0574,-97.6851,1610
Spring Valley,Spring Valley,AZ,,,Yavapai,34.3452,-112.1592,1610
Whitewright,Whitewright,TX,,,Grayson,33.5108,-96.3956,1610
Rosanky,Rosanky,TX,,,Bastrop,29.9537,-97.3065,1609
Hoback,Hoback,WY,,,Teton,43.3082,-110.7443,1609
Olivet,Olivet,TN,,,Hardin,35.2048,-88.1939,1609
Frenchtown,Frenchtown,NJ,,,Hunterdon,40.5272,-75.0571,1609
Marbury,Marbury,AL,,,Autauga,32.6793,-86.4608,1609
Nebo,Nebo,NC,,,McDowell,35.7106,-81.918,1608
Level Plains,Level Plains,AL,,,Dale,31.3071,-85.7687,1608
Thornville,Thornville,OH,,,Perry,39.8944,-82.4203,1608
Molino,Molino,FL,,,Escambia,30.7123,-87.324,1607
Tariffville,Tariffville,CT,,,Capitol,41.9071,-72.7684,1607
Patrick AFB,Patrick AFB,FL,,,Brevard,28.2346,-80.6079,1606
Limestone Creek,Limestone Creek,FL,,,Palm Beach,26.9432,-80.1407,1606
Logansport,Logansport,LA,,,De Soto,31.9763,-93.9933,1606
Wilson,Wilson,OK,,,Carter,34.1684,-97.426,1606
Clark Mills,Clark Mills,NY,,,Oneida,43.0895,-75.3757,1606
Gray,Gray,TN,,,Washington,36.4219,-82.4767,1606
Coeburn,Coeburn,VA,,,Wise,36.9444,-82.4698,1606
Pandora,Pandora,OH,,,Putnam,40.9474,-83.9567,1606
Palmer,Palmer,TX,,,Cameron,26.0703,-97.6342,1606
Ruhenstroth,Ruhenstroth,NV,,,Douglas,38.8913,-119.6833,1605
Tennille,Tennille,GA,,,Washington,32.9359,-82.8134,1605
Buena Vista,Buena Vista,PR,,,Arroyo,17.9964,-66.0515,1605
Averill Park,Averill Park,NY,,,Rensselaer,42.6393,-73.5583,1604
Camp Croft,Camp Croft,SC,,,Spartanburg,34.9102,-81.8595,1604
Hawthorne,Hawthorne,FL,,,Alachua,29.5938,-82.0944,1603
Union City,Union City,OK,,,Canadian,35.4015,-97.9047,1603
Guthrie Center,Guthrie Center,IA,,,Guthrie,41.6779,-94.4991,1603
Fayette,Fayette,MS,,,Jefferson,31.7122,-91.062,1602
Greenville,Greenville,IN,,,Floyd,38.3716,-85.9826,1602
Lockney,Lockney,TX,,,Floyd,34.123,-101.4424,1602
El Valle de Arroyo Seco,El Valle de Arroyo Seco,NM,,,Santa Fe,35.9526,-106.026,1602
Oglala,Oglala,SD,,,Oglala Lakota,43.1849,-102.7268,1601
Justice,Justice,OK,,,Rogers,36.2908,-95.5636,1601
Lakeview,Lakeview,WA,,,Grant,47.3755,-119.5044,1601
Barton,Barton,NM,,,Bernalillo,35.0653,-106.2569,1601
Ragland,Ragland,AL,,,St. Clair,33.7469,-86.1384,1601
Rossville,Rossville,IN,,,Clinton,40.4196,-86.5958,1601
Mescal,Mescal,AZ,,,Cochise,31.9676,-110.4368,1601
Fisher,Fisher,IL,,,Champaign,40.3157,-88.3503,1600
Owenton,Owenton,KY,,,Owen,38.5385,-84.8411,1600
Delavan,Delavan,IL,,,Tazewell,40.371,-89.5461,1600
Dravosburg,Dravosburg,PA,,,Allegheny,40.3508,-79.8907,1600
Ina,Ina,IL,,,Jefferson,38.1499,-88.904,1600
West Alexandria,West Alexandria,OH,,,Preble,39.745,-84.5361,1599
Wolf Creek,Wolf Creek,UT,,,Weber,41.3253,-111.8288,1599
Dover Beaches North,Dover Beaches North,NJ,,,Ocean,39.9921,-74.0715,1599
Norwood,Norwood,OK,,,Cherokee,35.8491,-95.1493,1598
Conway Springs,Conway Springs,KS,,,Sumner,37.3899,-97.643,1597
Rosharon,Rosharon,TX,,,Brazoria,29.35,-95.453,1596
Frazee,Frazee,MN,,,Becker,46.7282,-95.7026,1595
Manson,Manson,WA,,,Chelan,47.8816,-120.162,1595
Leland Grove,Leland Grove,IL,,,Sangamon,39.7787,-89.6838,1595
Enosburg Falls,Enosburg Falls,VT,,,Franklin,44.9083,-72.8026,1595
Langston,Langston,OK,,,Logan,35.9308,-97.2807,1594
Clarks Green,Clarks Green,PA,,,Lackawanna,41.5009,-75.6952,1594
De Pue,De Pue,IL,,,Bureau,41.328,-89.2959,1594
Newcastle,Newcastle,CA,,,Placer,38.8677,-121.1318,1594
Walnut Grove,Walnut Grove,GA,,,Walton,33.7452,-83.8512,1594
South River,South River,NM,,,San Juan,36.7892,-108.06,1594
Tonto Basin,Tonto Basin,AZ,,,Gila,33.837,-111.2999,1593
Somonauk,Somonauk,IL,,,DeKalb,41.6419,-88.6733,1592
Naval Academy,Naval Academy,MD,,,Anne Arundel,38.9858,-76.488,1592
Elgin,Elgin,OR,,,Union,45.5646,-117.9213,1592
Breckinridge Center,Breckinridge Center,KY,,,Union,37.682,-87.8656,1592
Milan,Milan,OH,,,Erie,41.2882,-82.5994,1591
Haymarket,Haymarket,VA,,,Prince William,38.8121,-77.6363,1591
Woodmont,Woodmont,CT,,,South Central Connecticut,41.2282,-72.993,1591
Centreville,Centreville,MI,,,St. Joseph,41.9213,-85.5259,1591
Ridgeville,Ridgeville,SC,,,Dorchester,33.09,-80.3071,1591
Ransomville,Ransomville,NY,,,Niagara,43.2396,-78.9129,1590
Beaver Dam,Beaver Dam,AZ,,,Mohave,36.907,-113.9362,1590
Los Molinos,Los Molinos,CA,,,Tehama,40.027,-122.0981,1590
Westwood,Westwood,PA,,,Cambria,40.3331,-78.9537,1590
Summerdale,Summerdale,AL,,,Baldwin,30.4783,-87.6904,1589
New Castle Northwest,New Castle Northwest,PA,,,Lawrence,41.0221,-80.3566,1589
Prineville Lake Acres,Prineville Lake Acres,OR,,,Crook,44.1676,-120.7889,1589
New Market,New Market,MD,,,Frederick,39.3889,-77.2789,1588
Taft Heights,Taft Heights,CA,,,Kern,35.1337,-119.4711,1588
Hartley,Hartley,IA,,,O'Brien,43.1791,-95.4768,1588
Ford Heights,Ford Heights,IL,,,Cook,41.5109,-87.5814,1587
Langhorne Manor,Langhorne Manor,PA,,,Bucks,40.1657,-74.9174,1586
Shaw,Shaw,MS,,,Bolivar,33.6015,-90.772,1586
Palmer,Palmer,PR,,,Río Grande,18.3704,-65.7733,1586
Bellwood,Bellwood,PA,,,Blair,40.6007,-78.3334,1586
Elephant Butte,Elephant Butte,NM,,,Sierra,33.1806,-107.2269,1586
Elkhart,Elkhart,TX,,,Anderson,31.6276,-95.5789,1585
Smith Center,Smith Center,KS,,,Smith,39.774,-98.7831,1585
Greenock,Greenock,PA,,,Allegheny,40.3125,-79.8038,1585
Homer,Homer,MI,,,Calhoun,42.1461,-84.8103,1584
Beverly,Beverly,OH,,,Washington,39.55,-81.6362,1584
Pilot Mountain,Pilot Mountain,NC,,,Surry,36.3853,-80.4735,1584
Holiday Valley,Holiday Valley,OH,,,Clark,39.8536,-83.962,1584
Helena West Side,Helena West Side,MT,,,Lewis and Clark,46.5966,-112.1148,1584
Craigsville,Craigsville,WV,,,Nicholas,38.3246,-80.645,1584
Gamerco,Gamerco,NM,,,McKinley,35.5699,-108.7641,1583
Elizabethville,Elizabethville,PA,,,Dauphin,40.5472,-76.816,1583
Osgood,Osgood,IN,,,Ripley,39.1286,-85.2929,1583
Navarre Beach,Navarre Beach,FL,,,Santa Rosa,30.383,-86.8874,1583
Dimondale,Dimondale,MI,,,Eaton,42.6484,-84.6475,1582
Edgeworth,Edgeworth,PA,,,Allegheny,40.5546,-80.1923,1582
Loganville,Loganville,PA,,,York,39.8558,-76.7079,1582
Bull Run Mountain Estates,Bull Run Mountain Estates,VA,,,Prince William,38.9106,-77.6638,1582
Remington,Remington,IN,,,Jasper,40.7667,-87.1391,1581
Pierz,Pierz,MN,,,Morrison,45.9772,-94.1008,1581
Warner,Warner,OK,,,Muskogee,35.4905,-95.3087,1581
Tano Road,Tano Road,NM,,,Santa Fe,35.7374,-105.9819,1581
Brodheadsville,Brodheadsville,PA,,,Monroe,40.9267,-75.4017,1580
Quincy,Quincy,CA,,,Plumas,39.931,-120.9548,1580
South Dennis,South Dennis,NJ,,,Cape May,39.1684,-74.8,1579
Valatie,Valatie,NY,,,Columbia,42.4134,-73.6779,1579
Colmar Manor,Colmar Manor,MD,,,Prince George's,38.9301,-76.9437,1579
Pole Ojea,Pole Ojea,PR,,,Cabo Rojo,17.9743,-67.1832,1579
Mathews,Mathews,LA,,,Lafourche,29.6821,-90.5559,1579
Senath,Senath,MO,,,Dunklin,36.134,-90.1614,1578
White Sands,White Sands,NM,,,Doña Ana,32.3804,-106.4791,1577
Rockaway Beach,Rockaway Beach,OR,,,Tillamook,45.6186,-123.9398,1577
Gilman,Gilman,IL,,,Iroquois,40.7626,-87.9975,1576
Del Norte,Del Norte,CO,,,Rio Grande,37.6786,-106.3539,1576
Harbor Beach,Harbor Beach,MI,,,Huron,43.8451,-82.6563,1576
East Berlin,East Berlin,PA,,,Adams,39.9368,-76.9793,1575
Dysart,Dysart,IA,,,Tama,42.1721,-92.3091,1575
Haverford College,Haverford College,PA,,,Delaware,40.0081,-75.3065,1575
Prosperity,Prosperity,WV,,,Raleigh,37.8385,-81.1986,1575
Philmont,Philmont,NY,,,Columbia,42.2478,-73.6462,1575
Silver Summit,Silver Summit,UT,,,Summit,40.7489,-111.514,1574
